View Detail,View Photos,Map,Federal Fiscal Year,Region,State Code,NEP Name,Project Name,Project Description,Habitat Description,Habitat Type,Acres,Miles,Feet,Restoration Technique,Donated Land,Data Unavailable,EPA Section 320,Total Project Cost,Project Benefits,Activity Name,Lead Implementer,Partners,Latitude,Longitude,Main Funding Source,Site Owner,Last Updated Date,NEP Comments,HQ Comments,HQ Status,Region Status,Total Cost,Author,Submitter Email,HMPU habitat 1,HMPU habitat 2,Count
22085,22085,"<a href=""http://google.com/maps/place/27.69259+-82.27957/@27.69259,-82.2795715z  target=""_blank"">Google Map</a>",2022,Region 4,FL,Tampa Bay Estuary Program,Little Manatee River Nature Preserve,"Exotic and invasive plant species removal with in Riverine Ecosystem along with pine flatwoods, forested wetlands and former agricultural and cattle fields. Removal was followed by seeding of native grasses and flowers.  Project benefits include protecting and providing habitat for birds and other wildlife.","Riverine Ecosystem along with pine flatwoods, forested wetlands and former agricultural and cattle fields",Field/Meadow,685.0,,,Invasives Control/Removal - Vegetation,,,0,25000,Protect/improve/provide habitat for birds:Protect/improve/provide habitat for other wildlife,Maintenance,Hillsborough County,,27.6926,-82.2796,Hillsborough County Board of County Commissioners,Hillsborough County,04-OCT-22 03.44.00.000000000 PM -04:00,(9/7/2022 2:28:55 pm),,APPROVED,APPROVED,,XSSCOLAR,sheila@tbep.org,Uplands (Non-coastal),,2
22081,22081,"<a href=""http://google.com/maps/place/27.7299+-82.3598/@27.7299,-82.359815z  target=""_blank"">Google Map</a>",2022,Region 4,FL,Tampa Bay Estuary Program,Sun City Nature Trail Restoration,"Invasive Brazilian pepper removal and reduction of small oaks and hollies. Trees were cut, stacked, and stumps were chemically treated with Triclopyr. This canopy thinning benefits the understory shrub species. In addition, chemical treatment with Imitator Aquatic was used on torpedo grass and nuisance species.  Project benefits include increase protection/improved habitat for birds and other wildlife.",Upland scrub habitat with large pines and saw palmettos,Other,37.0,,,Invasives Control/Removal - Vegetation,,Y,0,,Protect/improve/provide habitat for birds:Protect/improve/provide habitat for other wildlife,Maintenance,Sun City Center Community Association Inc.,,27.7299,-82.3598,EPC Pollution Recovery Fund,Sun City Center Community Association,19-OCT-22 04.39.00.000000000 PM -04:00,,,APPROVED,APPROVED,,XSSCOLAR,sheila@tbep.org,Uplands (Non-coastal),,7
22080,22080,"<a href=""http://google.com/maps/place/27.81941+-82.39886/@27.81941,-82.3988615z  target=""_blank"">Google Map</a>",2022,Region 4,FL,Tampa Bay Estuary Program,Audubon Invasive Tree Removal,Non-native invasive plant species removal on a spoil island and native species plantings.  Project benefits include increase protection/improved habitat for birds.,Spoil islands in Hillsborough Bay used for bird sanctuary,Island,5.0,,,Invasives Control/Removal - Vegetation,,,0,80580,Protect/improve/provide habitat for birds,Maintenance,National Audubon Society,,27.8194,-82.3989,EPC Pollution Recovery Fund,National Audubon Society,19-OCT-22 04.29.00.000000000 PM -04:00,Photos not provided (9/6/2022 11:54:55 am),,APPROVED,APPROVED,,XSSCOLAR,sheila@tbep.org,Coastal Uplands,,1
22014,22014,"<a href=""http://google.com/maps/place/27.75526+-82.63023/@27.75526,-82.6302315z  target=""_blank"">Google Map</a>",2022,Region 4,FL,Tampa Bay Estuary Program,Lassing Park Living Shoreline Restoration,"The living shoreline consisted of the installation of  two types of substrates that provide hard surface for oyster larvae to settle and grow, to form a reef structure: Lo-Pro Reef Ball units and oyster shell bags. Monitoring of the oyster growth will be conducted and reported to the TBEP.  Project benefits include increase educational & recreational opportunities, erosion control, protection/improve habitat for birds, wildlife, fish and shellfish.","Undeveloped/eroding shoreline resulting in degrading water quality, and loss of habitat for aquatic species and coastal plants. This will help stabilize 700' of eroding shoreline, provide hard bottom habitats for fish and wildlife resources and promote water quality improvements.",Estuarine Shoreline,0.2,,,Shoreline Stabilization/Enhancement,,,3500,116547,Erosion control:Improve/Increase educational or recreational opportunities:Protect/improve/provide habitat for birds:Protect/improve/provide habitat for fish/shellfish:Protect/improve/provide habitat for other wildlife,Restoration,Tampa Bay Watch,,27.7553,-82.6302,Tampa Bay Environmental Restoration Funds,City of St. Petersburg,19-OCT-22 03.52.00.000000000 PM -04:00,,,APPROVED,APPROVED,,XSSCOLAR,sheila@tbep.org,Intertidal Estuarine (Other),Living Shorelines,6
22013,22013,"<a href=""http://google.com/maps/place/27.70993+-82.63912/@27.70993,-82.6391215z  target=""_blank"">Google Map</a>",2022,Region 4,FL,Tampa Bay Estuary Program,Forrest Bluff Habitat Restoration,"Creation of ""no mow"" zones and native plant installations. Native plants included red mulberry, sand and slash pine, saw palmetto, max myrtle, pignut hickory, and many others.  Project benefits include improve/protect habitat for birds and other wildlife.",Urban park with maintained grass and isolated pines/ sabals.,Field/Meadow,8.0,,,Planting,,,0,4000,Protect/improve/provide habitat for birds:Protect/improve/provide habitat for other wildlife,Protection,"Tampa Bay Reforestation and Environmental Effort, Inc.",,27.7099,-82.6391,Tampa Bay Estuary Specialty License Plate funds,City of St. Petersburg,19-OCT-22 03.57.00.000000000 PM -04:00,Photos not provided (9/1/2022 2:31:18 pm),,APPROVED,APPROVED,,XSSCOLAR,sheila@tbep.org,Uplands (Non-coastal),,9
22010,22010,"<a href=""http://google.com/maps/place/27.72454+-82.65024/@27.72454,-82.6502415z  target=""_blank"">Google Map</a>",2022,Region 4,FL,Tampa Bay Estuary Program,Boyd Hill Gopher Tortoise Habitat Restoration,"Thirty five (35) acres of selective hand removal and mechanical removal/treatment of exotics including sabals and laurels completed by staff, third-party contractors, and volunteers. Project benefits include increase protection/improved habitat for wildlife.",Sand Scrub habitat well suited for gopher tortoise habitat expansion and enhancement.,Other,35.0,,,Invasives Control/Removal - Vegetation,,,0,10000,Protect/improve/provide habitat for other wildlife,Maintenance,City of St. Petersburg,,27.7245,-82.6502,Florida Fish and Wildlife Conservation Commission,City of St. Petersburg,19-OCT-22 04.37.00.000000000 PM -04:00,,,APPROVED,APPROVED,,XSSCOLAR,sheila@tbep.org,Uplands (Non-coastal),,7
22002,22002,"<a href=""http://google.com/maps/place/27.78005+-82.14398/@27.78005,-82.1439815z  target=""_blank"">Google Map</a>",2022,Region 4,FL,Tampa Bay Estuary Program,Alfaia River State Park Invasive Control,Habitat restoration activities completed included removal of invasive animals (63 feral hogs) for a 1:1 ratio hogs to acres and 243.49 acres of invasive vegetation were chemically treated within 875.93 gross acres of park property.  Project benefits are to improve/protect and create habitat for birds and other wildlife.,"This is a habitat restoration project at the 7,717 acre Alafia River State Park managed by the Florida Department of Environmental Protection. There is an approved management plan for the park and management focuses on habitat protection and restoration, as well as public access and recreation.  Portions of the park are a former phosphate mine which created steep slopes. The forest near the river was protected from mining and is bordered with Acer rubrum, Nyssa biflora, Carya aquatica.",Forest/Woodland,875.0,,,Invasives Control/Removal - Vegetation,,Y,0,0,Protect/improve/provide habitat for birds:Protect/improve/provide habitat for other wildlife,Maintenance,Florida Department of Environmental Protection - Division of Recreation and Parks,,27.7801,-82.1440,Florida Department of Environmental Protection - Division of Recreation and Parks,State of Florida,04-OCT-22 03.40.00.000000000 PM -04:00,Photos not available. (9/1/2022 11:46:32 am),,APPROVED,APPROVED,,XSSCOLAR,sheila@tbep.org,Uplands (Non-coastal),,134
22000,22000,"<a href=""http://google.com/maps/place/27.5847+-82.58759/@27.5847,-82.5875915z  target=""_blank"">Google Map</a>",2022,Region 4,FL,Tampa Bay Estuary Program,Terra Ceia Preserve State Park- Huber Tract C,"Volunteers planted Paspalum vaginatum plugs on an unvegetation section of a tidal wetland to increase diversity and habitat complexity.  Project benefits include climate and resiliency, erosion control, protection/improved habitat for birds and other wildlife.",Tidal wetland with Spartina alterniflora and encroaching mangroves.,Salt Marsh,0.1,,,Planting,,,0,1500,Climate Change Adaptation and Resilience:Erosion control:Protect/improve/provide habitat for birds:Protect/improve/provide habitat for other wildlife,Restoration,Tampa Bay Watch,,27.5847,-82.5876,Steve Raymond Foundation,State of Florida,19-OCT-22 04.50.00.000000000 PM -04:00,Before photo not available. (9/1/2022 11:13:14 am),,APPROVED,APPROVED,,XSSCOLAR,sheila@tbep.org,Low-Salinity Salt Marsh,,12
21999,21999,"<a href=""http://google.com/maps/place/27.84272+-82.46934/@27.84272,-82.4693415z  target=""_blank"">Google Map</a>",2022,Region 4,FL,Tampa Bay Estuary Program,MacDill Air Force Base Restoration,"Volunteer planting of Spartina alterniflora along estuarine shoreline behind oyster brackets on the MacDill Air Force Base in Tampa, Florida.  Project benefits include climate and resiliency, erosion control, protection/improve habitat for birds and wildlife.",Highly erosive estuarine shoreline with oyster brackets.,Estuarine Shoreline,0.4,,,Planting,,,0,2000,Climate Change Adaptation and Resilience:Erosion control:Protect/improve/provide habitat for birds:Protect/improve/provide habitat for other wildlife,Restoration,Tampa Bay Watch,,27.8427,-82.4693,"Jabil Foundation, Steve Raymond Foundation",United States Air Force,19-OCT-22 03.49.00.000000000 PM -04:00,Before photos not available. (9/1/2022 11:00:49 am),,APPROVED,APPROVED,,XSSCOLAR,sheila@tbep.org,Intertidal Estuarine (Other),,8
21998,21998,"<a href=""http://google.com/maps/place/27.50871+-82.66522/@27.50871,-82.6652215z  target=""_blank"">Google Map</a>",2022,Region 4,FL,Tampa Bay Estuary Program,Robinson Preserve Expansion-  Kayak Launch,"Volunteers planted 0.5 acres of estuarine shoreline with Juncus roemerianus plugs. Project benefits include climate and resiliency, erosion control, protection/improve habitat for birds, wildlife, fish and shellfish.",Historically agricultural land that is slowly being restored to estuarine wetland and coastal upland habitats.,Estuarine Shoreline,0.1,,,Planting,,,0,2000,Climate Change Adaptation and Resilience:Erosion control:Protect/improve/provide habitat for birds:Protect/improve/provide habitat for fish/shellfish:Protect/improve/provide habitat for other wildlife,Restoration,Tampa Bay Watch,,27.5087,-82.6652,Jabil Foundation,Manatee County,19-OCT-22 03.47.00.000000000 PM -04:00,,,APPROVED,APPROVED,,XSSCOLAR,sheila@tbep.org,Intertidal Estuarine (Other),,8
21989,21989,"<a href=""http://google.com/maps/place/27.41965+-82.44469/@27.41965,-82.4446915z  target=""_blank"">Google Map</a>",2022,Region 4,FL,Tampa Bay Estuary Program,Johnson Preserve Prescribed Fire,Preparation for and application of fire that protects and maintains ecosystem health and diversity.  Project benefits include increase protection/improve habitat for birds and other wildlife.,"Matric of upland and freshwater wetlands-Scrub, scrubby flatwoods, mesic flatwoods, floodplain forest, and depression marsh",Forest/Woodland,21.0,,,Prescribed Burn,,,0,1400,Protect/improve/provide habitat for birds:Protect/improve/provide habitat for other wildlife,Maintenance,Manatee County,,27.4197,-82.4447,Manatee County,Manatee County,19-OCT-22 04.14.00.000000000 PM -04:00,,,APPROVED,APPROVED,,XSSCOLAR,sheila@tbep.org,Uplands (Non-coastal),,33
21986,21986,"<a href=""http://google.com/maps/place/27.50097+-82.4841/@27.50097,-82.484115z  target=""_blank"">Google Map</a>",2022,Region 4,FL,Tampa Bay Estuary Program,Tom Bennett Park Tree Canopy Restoration,"This project focused on the installation of coastal upland canopy trees (primarily oaks) on restored agricultural lands at Tom Bennett Park.  Project benefits include increase educational & recreational opportunities, protection/improve habitat for birds and other wildlife.","Coastal upland park with sabal palms, oaks. A wetland sites in the center of the park.",Forest/Woodland,29.0,,,Planting,,,0,78845,Improve/Increase educational or recreational opportunities:Protect/improve/provide habitat for birds:Protect/improve/provide habitat for other wildlife,Maintenance,Manatee County,,27.5010,-82.4841,Manatee County Tree Trust Fund,Manatee County Government,19-OCT-22 04.09.00.000000000 PM -04:00,,,APPROVED,APPROVED,,XSSCOLAR,sscolaro@tbep.org,Uplands (Non-coastal),,25
21750,21750,"<a href=""http://google.com/maps/place/27.7795+-82.40396/@27.7795,-82.4039615z  target=""_blank"">Google Map</a>",2022,Region 4,FL,Tampa Bay Estuary Program,Florida Fish and Wildlife Conservation Commission Living Shoreline Demonstration Site,"Implementation of a series of shoreline treatments per the USACE and NOAA's Systems Approach to Geomorphic Engineering (SAGE) method. Objective is to provide first-hand tangible examples of five (5) different shoreline treatments for waterfront landowners to see the options that can be employed to stabilize a shoreline with nature-based designs to protect against wave energy while also providing resiliency and increased ecosystem services. Other project benefits include increase educational & recreational opportunities, erosion control, water quality improvements, protection/improved habitat for birds, wildlife, fish and shellfish.","Plant Propagation Pond at the Florida Fish and Wildlife Conservation Commission Suncoast Youth Center in Apollo Beach, Florida",Salt Marsh,,,450.0,Rehabilitation/Creation,,,0,42000,Climate Change Adaptation and Resilience:Erosion control:Improve or protect water quality:Improve/Increase educational or recreational opportunities:Protect/improve/provide habitat for birds:Protect/improve/provide habitat for fish/shellfish:Protect/improve/provide habitat for other wildlife,Restoration,Ecosphere Restoration Institute,,27.7795,-82.4040,Hillsborough County's Environmental Protection Commission Pollution Recovery Funds,Tampa Electric Company,07-NOV-22 03.47.00.000000000 PM -05:00,Project completed in August 2022 (6/13/2022 12:02:56 pm),,APPROVED,APPROVED,,XSSCOLAR,sscolaro@tbep.org,Low-Salinity Salt Marsh,,4
21085,21085,"<a href=""http://google.com/maps/place/27.95948+-82.46291/@27.95948,-82.4629115z  target=""_blank"">Google Map</a>",2021,Region 4,FL,Tampa Bay Estuary Program,Ulele Springs  - Basin Deepening/Retaining Wall,"Ulele Springs Basin Deepening/Retaining Wall. The Ulele Spring run was restored in 2014, since then the southern bank has continued to erode causing sedimentation/shallowing of the spring run to the river.  To address this situation, Ecosphere secured funds to address the erosion and excavated the spring run to improve access for manatees. New retaining wall installed with deepened basin.","The Ulele Spring run was restored in 2014, since then the southern bank has continued to erode causing sedimentation/shallowing of the spring run to the river.",In-Stream,,,120.0,Stream Bank Stabilization,Y,,0,84000,Erosion control:Protect/improve/provide habitat for other wildlife,Restoration,Ecosphere Restoration Institute,,27.9595,-82.4629,US Fish & Wildlife Service - Coastal Program & FWC - Aquatic Habitat Restoration/Enhancement,City of Tampa,27-SEP-21 03.39.00.000000000 PM -04:00,,,APPROVED,APPROVED,,XGRAULER,graulerson@tbep.org,Tidal Tributaries,,1
